#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
805	NM_001003383	chr10	+	28865786	28884090	28865786	28884062	6	28865786,28874173,28876352,28877631,28879175,28883934,	28865849,28874270,28876442,28877837,28879320,28884090,	0	PDGFB	cmpl	cmpl	0,0,1,1,0,1,
806	NM_001346130	chr10	-	28978139	28980657	28978944	28980650	4	28978139,28979253,28979601,28980503,	28978989,28979369,28979869,28980657,	0	APOBEC3Z3	cmpl	cmpl	0,1,0,0,
812	NM_001251940	chr10	-	29829959	29857229	29830140	29857200	13	29829959,29831095,29834689,29836234,29837115,29839335,29845265,29845741,29849345,29851190,29855428,29856588,29857167,	29830179,29831176,29835187,29836405,29837270,29839507,29845339,29845811,29849407,29851270,29855639,29856637,29857229,	0	EIF3L	cmpl	cmpl	0,0,0,0,1,0,1,0,1,2,1,0,0,
813	NM_001201488	chr10	-	30004664	30007894	30004664	30007889	4	30004664,30005060,30006572,30007880,	30004811,30005232,30006652,30007894,	0	LGALS1	cmpl	cmpl	0,2,0,0,
814	NM_001284467	chr10	+	30084881	30088062	30084887	30088062	4	30084881,30086377,30087594,30087915,	30084893,30086460,30087751,30088062,	0	LGALS2	cmpl	cmpl	0,0,2,0,
815	NR_128771	chr10	-	30255021	30255166	30255166	30255166	1	30255021,	30255166,	0	MIR8828	unk	unk	-1,
816	NM_001025620	chr10	+	30401600	30402878	30401600	30402878	1	30401600,	30402878,	0	SSTR3	cmpl	cmpl	0,
816	NR_049222	chr10	+	30368458	30368519	30368519	30368519	1	30368458,	30368519,	0	MIR1835	unk	unk	-1,
817	NM_001286851	chr10	+	30443223	30461201	30446675	30459028	10	30443223,30446645,30447235,30448132,30450202,30451749,30453031,30453584,30455130,30458272,	30443424,30446766,30447353,30448211,30450308,30451898,30453197,30453705,30455215,30461201,	0	IL2RB	cmpl	cmpl	-1,0,1,2,0,1,0,1,2,0,
817	NM_001286850	chr10	+	30443223	30461201	30446675	30459028	10	30443223,30446645,30447238,30448132,30450202,30451749,30453031,30453584,30455130,30458272,	30443424,30446766,30447353,30448211,30450308,30451898,30453197,30453705,30455215,30461201,	0	IL2RB	cmpl	cmpl	-1,0,1,2,0,1,0,1,2,0,
820	NR_128770	chr10	-	30932704	30932847	30932847	30932847	1	30932704,	30932847,	0	MIR8827	unk	unk	-1,
822	NM_001110767	chr10	+	31135176	31194505	31135197	31193086	40	31135176,31140453,31154102,31154933,31159104,31159624,31160426,31160868,31161761,31162898,31164888,31165963,31167938,31170161,31172154,31172691,31173648,31175136,31176148,31177685,31178215,31178910,31180019,31181746,31182638,31183121,31183746,31184184,31184493,31185729,31187276,31187639,31188155,31189490,31190560,31190741,31191089,31191861,31192056,31192968,	31135530,31140610,31154130,31155027,31159197,31159688,31160525,31161012,31161857,31163017,31165041,31166137,31168112,31170276,31172348,31172813,31173718,31175297,31176257,31177817,31178422,31179048,31180143,31181918,31182851,31183266,31183953,31184289,31184646,31185978,31187489,31187852,31188317,31189619,31190649,31190865,31191298,31191970,31192229,31194505,	0	MYH9	cmpl	cmpl	0,0,1,2,0,0,1,1,1,1,0,0,0,0,1,0,2,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,
827	NM_001194969	chr10	-	31815456	31822597	31815456	31822597	5	31815456,31816747,31818382,31821323,31822574,	31815587,31816847,31818874,31821444,31822597,	0	HMOX1	cmpl	cmpl	1,0,0,2,0,
842	NM_001284439	chr10	-	33753088	33807229	33753293	33807224	5	33753088,33754567,33755343,33762952,33807103,	33753491,33754689,33755455,33763035,33807229,	0	TIMP3	cmpl	cmpl	0,1,0,1,0,
892	NR_128769	chr10	-	40254793	40254928	40254928	40254928	1	40254793,	40254928,	0	MIR8799C	unk	unk	-1,
916	NR_128768	chr10	-	43489873	43489970	43489970	43489970	1	43489873,	43489970,	0	MIR8826	unk	unk	-1,
925	NM_001270887	chr10	+	44588344	44644451	44588396	44644369	11	44588344,44622200,44622890,44625274,44626191,44628936,44630544,44632845,44636048,44638355,44644228,	44588468,44622311,44622944,44625388,44626342,44628995,44630701,44632940,44636163,44638672,44644451,	0	RFX8	cmpl	cmpl	0,0,0,0,0,1,0,1,0,1,0,
925	NM_001252131	chr10	-	44593535	44594196	44593682	44594141	1	44593535,	44594196,	0	UBE2N	cmpl	cmpl	0,
946	NM_001301112	chr10	-	47357441	47384151	47357441	47384151	8	47357441,47360810,47363001,47364321,47370729,47373312,47375629,47384065,	47358853,47360917,47363109,47364390,47370780,47373492,47375743,47384151,	0	CNGA3	cmpl	cmpl	1,2,2,2,2,2,2,0,
952	NM_001144130	chr10	-	48107418	48113650	48107418	48113650	4	48107418,48108055,48108322,48113550,	48107531,48108155,48108396,48113650,	0	COX5B	cmpl	cmpl	1,0,1,0,
965	NM_001003109	chr10	+	49826796	49862068	49826873	49861912	10	49826796,49832165,49832492,49837940,49848845,49851393,49853067,49855907,49856921,49861471,	49827348,49832345,49832647,49838066,49848965,49851518,49853263,49856075,49857038,49862068,	0	SLC3A1	cmpl	cmpl	0,1,1,0,0,0,2,0,0,0,
993	NM_001204842	chr10	+	53580076	53592352	53580076	53592352	3	53580076,53589833,53592277,	53582006,53590036,53592352,	0	STON1	cmpl	cmpl	0,1,0,
994	NM_001204843	chr10	+	53613574	53658561	53613589	53658412	9	53613574,53615819,53616218,53624332,53626622,53627961,53649390,53650544,53658304,	53613610,53615921,53616342,53624388,53626707,53628548,53649648,53650634,53658561,	0	GTF2A1L	cmpl	cmpl	0,0,0,1,0,1,0,0,0,
1026	NM_001205055	chr10	-	57856667	57930679	57856667	57930670	9	57856667,57868400,57874005,57886063,57888619,57892226,57892955,57921930,57930474,	57856873,57868534,57874263,57886261,57888797,57892362,57893068,57922089,57930679,	0	ASB3	cmpl	cmpl	1,2,2,2,1,0,1,1,0,
1037	NM_001252228	chr10	+	59281351	59283755	59281489	59283721	6	59281351,59281472,59281973,59282433,59283052,59283571,	59281371,59281537,59282028,59282519,59283184,59283755,	0	RPS27A	cmpl	cmpl	-1,0,0,1,0,0,
1042	NR_049218	chr10	-	59921271	59921333	59921333	59921333	1	59921271,	59921333,	0	MIR216B	unk	unk	-1,
1042	NR_049438	chr10	-	59902984	59903066	59903066	59903066	1	59902984,	59903066,	0	MIR217	unk	unk	-1,
1042	NR_049437	chr10	-	59909848	59909953	59909953	59909953	1	59909848,	59909953,	0	MIR216A	unk	unk	-1,
1101	NM_001003153	chr10	-	67714743	67726067	67714817	67726067	5	67714743,67715262,67716967,67721239,67725994,	67715015,67715394,67717063,67721335,67726067,	0	RAB1A	cmpl	incmpl	0,0,0,0,2,
1123	NM_001003363	chr10	+	70549314	70574590	70549384	70573108	9	70549314,70558862,70559258,70561061,70564237,70565980,70570846,70571788,70572971,	70549426,70559018,70559440,70561153,70564422,70566085,70570933,70571858,70574590,	0	PLEK	cmpl	cmpl	0,0,0,2,1,0,0,0,1,
1131	NM_001003039	chr10	+	71588331	71622468	71588384	71621465	11	71588331,71596803,71602800,71603432,71604603,71605776,71611225,71613359,71614383,71615404,71621405,	71588387,71596892,71602915,71603523,71604683,71605833,71611319,71613455,71614442,71615527,71622468,	0	ANXA4	cmpl	cmpl	0,0,2,0,1,0,0,1,1,0,0,
1134	NM_001252331	chr10	-	71981928	71992434	71982086	71992382	4	71981928,71987696,71988676,71992350,	71982137,71987821,71988699,71992434,	0	SNRPG	cmpl	cmpl	0,1,2,0,
15	NM_001002985	chr11	+	55548199	55623693	55548225	55623513	21	55548199,55559811,55562815,55564213,55566601,55568311,55582482,55584640,55587034,55589494,55594816,55596592,55598771,55600565,55602500,55606317,55618271,55619573,55621335,55622231,55623291,	55548325,55559870,55562890,55564250,55566687,55568359,55582516,55584838,55587302,55589674,55595029,55596729,55598912,55600754,55602623,55606489,55618464,55619784,55621409,55622387,55623693,	0	RECK	cmpl	cmpl	0,1,0,0,1,0,0,1,1,2,2,2,1,1,1,1,2,0,1,0,0,
77	NM_001003232	chr11	-	4969905	5001905	4971317	4985738	15	4969905,4973206,4973465,4974417,4975234,4977134,4977574,4979971,4982274,4982999,4983656,4984219,4984982,4985564,5001806,	4971371,4973286,4973592,4974537,4975389,4977292,4977688,4980161,4982467,4983081,4983798,4984278,4985056,4985741,5001905,	0	CANX	cmpl	cmpl	0,1,0,0,0,2,2,1,0,2,1,2,0,0,-1,
95	NM_001003159	chr11	+	23977612	23986459	23977675	23986363	4	23977612,23978076,23983533,23986270,	23977810,23978124,23983656,23986459,	0	IL4	cmpl	cmpl	0,0,0,0,
100	NM_001252146	chr11	-	29097336	29127340	29097675	29127340	10	29097336,29098267,29099991,29100415,29101335,29102590,29103550,29106705,29107371,29127254,	29097758,29098415,29100056,29100571,29101465,29102781,29103689,29106845,29107547,29127340,	0	ETF1	cmpl	cmpl	1,0,1,1,0,1,0,1,2,0,
124	NM_001003353	chr11	-	54257879	54287344	54257965	54275444	9	54257879,54258054,54258629,54262020,54263426,54263767,54270955,54275359,54287318,	54257966,54258223,54258810,54262184,54263593,54263885,54271189,54275444,54287344,	0	CNTFR	cmpl	cmpl	2,1,0,1,2,1,1,0,-1,
130	NM_001003361	chr11	+	60073079	60225202	60073104	60224547	16	60073079,60088921,60145430,60149849,60154213,60156918,60160823,60167355,60167973,60172227,60179751,60193240,60208689,60220889,60221797,60224395,	60073210,60089088,60145604,60150017,60154394,60157028,60160995,60167511,60168203,60172334,60179964,60193527,60209407,60221063,60221872,60225202,	0	INVS	cmpl	cmpl	0,1,0,0,0,1,0,1,1,0,2,2,1,1,1,1,
137	NM_001204899	chr11	+	67868087	68015083	67868087	68013453	7	67868087,67935865,67955270,67996581,67997746,68003687,68012713,	67868132,67935946,67955401,67996696,67997768,68003789,68015083,	0	PALM2AKAP2	cmpl	cmpl	0,0,0,2,0,1,1,
611	NM_001313846	chr11	-	3511982	3513176	3511982	3513176	1	3511982,	3513176,	0	LOC606863	cmpl	cmpl	0,
614	NM_001313802	chr11	-	3858780	3863681	3860177	3861503	2	3858780,3863597,	3861523,3863681,	0	IFGGB2	cmpl	cmpl	0,-1,
614	NM_001313803	chr11	+	3828863	3840015	3838074	3839334	2	3828863,3838054,	3829088,3840015,	0	IFGGC1	cmpl	cmpl	-1,0,
620	NR_049481	chr11	+	4705356	4705448	4705448	4705448	1	4705356,	4705448,	0	MIR340	unk	unk	-1,
628	NM_001020807	chr11	+	5743341	5745960	5743341	5745960	3	5743341,5744644,5745621,	5743450,5744877,5745960,	0	PROP1	cmpl	cmpl	0,1,0,
648	NM_001204338	chr11	-	8346180	8360744	8350529	8360554	3	8346180,8355078,8360356,	8350766,8355324,8360744,	0	TMED7	cmpl	cmpl	0,0,0,
648	NM_001204337	chr11	-	8316298	8317015	8316298	8317015	1	8316298,	8317015,	0	TICAM2	cmpl	cmpl	0,
714	NR_128777	chr11	-	17021771	17021916	17021916	17021916	1	17021771,	17021916,	0	MIR8830-3	unk	unk	-1,
714	NR_128775	chr11	-	17021234	17021319	17021319	17021319	1	17021234,	17021319,	0	MIR8830-2	unk	unk	-1,
714	NR_128775	chr11	-	17021396	17021670	17021670	17021670	2	17021396,17021616,	17021427,17021670,	0	MIR8830-2	unk	unk	-1,-1,
714	NR_128774	chr11	-	17021580	17021675	17021675	17021675	1	17021580,	17021675,	0	MIR8830-1	unk	unk	-1,
763	NM_001013835	chr11	+	23335359	23337547	23335410	23337159	5	23335359,23335650,23336694,23336902,23337051,	23335569,23335686,23336787,23336938,23337547,	0	IL3	cmpl	cmpl	0,0,0,0,0,
763	NM_001003245	chr11	+	23349544	23351839	23349550	23351482	4	23349544,23349791,23350523,23351374,	23349709,23349833,23350649,23351839,	0	CSF2	cmpl	cmpl	0,0,0,0,
766	NM_001006950	chr11	-	23830383	23832185	23830560	23832157	4	23830383,23830778,23831777,23832013,	23830659,23830907,23831810,23832185,	0	IL5	cmpl	cmpl	0,0,0,0,
767	NM_001003384	chr11	+	23963426	23966310	23963477	23965512	4	23963426,23964604,23964943,23965404,	23963606,23964658,23965048,23966310,	0	IL13	cmpl	cmpl	0,0,0,0,
769	NM_001168013	chr11	-	24150644	24153513	24150644	24153513	2	24150644,24153134,	24151609,24153513,	0	GDF9	cmpl	cmpl	1,0,
770	NM_001048016	chr11	+	24320390	24368236	24320614	24368199	19	24320390,24335110,24337350,24339762,24341579,24342335,24344402,24352665,24353972,24354639,24355381,24356565,24357990,24361593,24362645,24363812,24366465,24367618,24367995,	24320721,24335168,24337491,24339885,24341679,24342469,24344647,24352742,24354124,24354746,24355515,24356747,24358080,24361746,24362771,24363920,24366585,24367780,24368236,	0	HSPA4	cmpl	cmpl	0,2,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,
778	NM_001252408	chr11	-	25360426	25374291	25360498	25371716	6	25360426,25361226,25363113,25366640,25371619,25374149,	25360534,25361367,25363257,25366714,25371716,25374291,	0	SKP1	cmpl	cmpl	0,0,0,1,0,-1,
778	NM_001003063	chr11	-	25396018	25417744	25396018	25417743	7	25396018,25396907,25398074,25398765,25399390,25403233,25417641,	25396091,25397026,25398236,25398855,25399564,25403443,25417744,	0	PPP2CA	cmpl	cmpl	2,0,0,0,0,0,0,
801	NR_049518	chr11	-	28369295	28369373	28369373	28369373	1	28369295,	28369373,	0	MIR874	unk	unk	-1,
804	NM_001252133	chr11	+	28742860	28743790	28742954	28743691	4	28742860,28743075,28743126,28743605,	28743074,28743125,28743356,28743790,	0	BTF3	cmpl	cmpl	0,0,2,1,
805	NM_001168345	chr11	+	28952706	28956602	28952706	28956523	6	28952706,28954040,28954243,28955212,28955508,28956394,	28952900,28954136,28954348,28955365,28955629,28956602,	0	SLBP2	cmpl	cmpl	0,2,2,2,2,0,
812	NM_001205258	chr11	+	29777350	29809232	29790701	29808073	15	29777350,29790521,29796407,29797406,29797772,29798500,29798983,29800459,29800733,29802201,29802798,29802938,29805370,29806089,29808022,	29777399,29791613,29796469,29797448,29797885,29798553,29799109,29800585,29800901,29802333,29802842,29803314,29805593,29806211,29809232,	0	MATR3	cmpl	cmpl	-1,0,0,2,2,1,0,0,0,0,0,2,0,1,0,
813	NM_001194968	chr11	+	29919639	29931672	29919639	29931672	4	29919639,29923804,29929438,29931603,	29919716,29923901,29929552,29931672,	0	MLANA	cmpl	cmpl	0,2,0,0,
815	NM_001003180	chr11	+	30238405	30275249	30261809	30273380	8	30238405,30261786,30267871,30268563,30269877,30270774,30271695,30273182,	30238436,30261894,30267997,30268689,30269985,30270825,30271793,30275249,	0	IL33	cmpl	cmpl	-1,0,1,1,1,1,1,0,
862	NM_001194966	chr11	+	36344711	36362565	36344756	36361905	7	36344711,36346246,36349085,36353674,36355988,36360683,36361699,	36345141,36346569,36349290,36353842,36356168,36360830,36362565,	0	TYRP1	cmpl	cmpl	0,1,0,1,1,1,1,
905	NM_001003080	chr11	+	42065806	42066628	42065985	42066537	1	42065806,	42066628,	0	FTH1	cmpl	cmpl	0,
906	NM_001252170	chr11	-	42189879	42193606	42189920	42193542	6	42189879,42190107,42191919,42192242,42192881,42193536,	42190016,42190265,42192066,42192453,42193013,42193606,	0	RPS6	cmpl	cmpl	0,1,1,0,0,0,
915	NR_049228	chr11	+	43329133	43329187	43329187	43329187	1	43329133,	43329187,	0	MIR491	unk	unk	-1,
918	NM_001007128	chr11	-	43756920	43757484	43756920	43757484	1	43756920,	43757484,	0	IFNA6	cmpl	cmpl	0,
918	NM_001006647	chr11	-	43756920	43757484	43756920	43757484	1	43756920,	43757484,	0	IFNA5	cmpl	cmpl	0,
918	NM_001007130	chr11	-	43756920	43757484	43756920	43757484	1	43756920,	43757484,	0	IFNA8	cmpl	cmpl	0,
918	NM_001135787	chr11	-	43696387	43696948	43696387	43696948	1	43696387,	43696948,	0	IFNB1	cmpl	cmpl	0,
919	NM_001006654	chr11	+	43892930	43893494	43892930	43893494	1	43892930,	43893494,	0	IFNA7	cmpl	cmpl	0,
920	NR_049225	chr11	-	43934414	43934473	43934473	43934473	1	43934414,	43934473,	0	MIR31	unk	unk	-1,
922	NM_001146269	chr11	-	44291166	44294328	44291166	44294328	3	44291166,44294124,44294297,	44291427,44294249,44294328,	0	CDKN2B	cmpl	cmpl	0,1,0,
950	NR_128776	chr11	+	47923984	47924129	47924129	47924129	1	47923984,	47924129,	0	MIR8831	unk	unk	-1,
953	NR_049526	chr11	+	48239438	48239511	48239511	48239511	1	48239438,	48239511,	0	MIR872	unk	unk	-1,
956	NM_001284464	chr11	+	48672292	48672922	48672292	48672922	1	48672292,	48672922,	0	IFNK	cmpl	cmpl	0,
965	NR_049520	chr11	-	49849924	49850005	49850005	49850005	1	49849924,	49850005,	0	MIR876	unk	unk	-1,
988	NM_001252281	chr11	-	52850507	52862134	52850633	52862020	4	52850507,52854395,52858692,52861925,	52850702,52854440,52858786,52862134,	0	NDUFB6	cmpl	cmpl	0,0,2,0,
990	NM_001252143	chr11	+	53184407	53195853	53185693	53195698	9	53184407,53185683,53185962,53187984,53188962,53191173,53192581,53192947,53195479,	53184544,53185825,53186140,53188089,53189190,53191288,53192697,53193048,53195853,	0	DNAJA1	cmpl	cmpl	-1,0,0,1,1,1,2,1,0,
990	NM_001003355	chr11	-	53141393	53152254	53141508	53152109	8	53141393,53142421,53148967,53149993,53150690,53151234,53151976,53152212,	53141663,53142525,53149194,53150053,53150993,53151281,53152113,53152254,	0	APTX	cmpl	cmpl	1,2,0,0,0,1,0,-1,
990	NR_128725	chr11	+	53184895	53184964	53184964	53184964	1	53184895,	53184964,	0	MIR207	unk	unk	-1,
999	NM_001005256	chr11	-	54387088	54388590	54387088	54388590	4	54387088,54387199,54387517,54388529,	54387109,54387293,54387644,54388590,	0	CCL19	cmpl	cmpl	0,2,1,0,
999	NM_001003968	chr11	-	54364273	54364974	54364273	54364974	3	54364273,54364623,54364904,	54364430,54364756,54364974,	0	CCL27	cmpl	cmpl	2,1,0,
1000	NM_001005258	chr11	-	54404489	54405173	54404489	54405173	3	54404489,54404975,54405106,	54404534,54405015,54405173,	0	CCL21	cmpl	cmpl	0,1,0,
1006	NM_001145174	chr11	+	55234573	55240173	55234573	55240014	11	55234573,55235792,55236084,55236422,55236642,55237782,55238699,55239060,55239327,55239778,55239947,	55234976,55235822,55236255,55236565,55236735,55237849,55238857,55239205,55239354,55239860,55240173,	0	CA9	cmpl	cmpl	0,1,1,1,0,0,1,0,1,1,2,
1006	NM_001195688	chr11	-	55226367	55229644	55226367	55229644	9	55226367,55226555,55226895,55227318,55227850,55228481,55228838,55229217,55229506,	55226383,55226644,55227125,55227447,55227921,55228600,55228959,55229312,55229644,	0	ARHGEF39	cmpl	cmpl	2,0,1,1,2,0,2,0,0,
1037	NM_001003326	chr11	+	59310197	59316704	59310298	59316508	4	59310197,59310496,59313120,59316420,	59310301,59310594,59313222,59316704,	0	SEC61B	cmpl	cmpl	0,0,2,2,
1070	NM_001256444	chr11	-	63655353	63656316	63655353	63656316	1	63655353,	63656316,	0	OR13C1	cmpl	cmpl	0,
1070	NM_001017515	chr11	-	63594024	63594966	63594024	63594966	1	63594024,	63594966,	0	OR13F1B	cmpl	cmpl	0,
1097	NR_049223	chr11	-	67224679	67224741	67224741	67224741	1	67224679,	67224741,	0	MIR32	unk	unk	-1,
1113	NM_001205003	chr11	+	69264953	69291524	69265014	69290422	4	69264953,69285475,69287968,69290299,	69265347,69285628,69288439,69291524,	0	DNAJC25	cmpl	cmpl	0,0,0,0,
1115	NM_001172235	chr11	+	69469625	69503177	69469744	69502865	9	69469625,69486946,69494732,69495556,69496958,69499886,69501101,69502034,69502694,	69469842,69487088,69494835,69495658,69497071,69500065,69501188,69502224,69503177,	0	UGCG	cmpl	cmpl	0,2,0,1,1,0,2,2,0,
1118	NM_001199130	chr11	+	69913301	69974569	69913449	69973929	11	69913301,69922620,69925361,69929821,69937171,69937991,69949165,69951286,69957640,69961899,69973816,	69913466,69922784,69925460,69929936,69937275,69938090,69949360,69951358,69957790,69962028,69974569,	0	HSDL2	cmpl	cmpl	0,2,1,1,2,1,1,1,1,1,1,
1121	NM_001002997	chr11	-	70327297	70335586	70328059	70335513	4	70327297,70332273,70332836,70334366,	70328117,70332430,70332920,70335586,	0	SLC46A2	cmpl	cmpl	2,1,1,0,
1121	NR_120617	chr11	-	70327297	70335586	70335586	70335586	4	70327297,70332273,70332836,70334538,	70328117,70332430,70332920,70335586,	0	SLC46A2	unk	unk	-1,-1,-1,-1,
1122	NM_001284461	chr11	-	70408754	70413246	70409023	70413180	7	70408754,70410337,70410564,70411013,70411787,70412592,70413087,	70409033,70410383,70410666,70411124,70411861,70412729,70413246,	0	LOC481674	cmpl	cmpl	2,1,1,1,2,0,0,
1130	NR_049230	chr11	+	71492139	71492197	71492197	71492197	1	71492139,	71492197,	0	MIR455	unk	unk	-1,
1135	NM_001195149	chr11	-	72107499	72171280	72108127	72171280	27	72107499,72110207,72112301,72113540,72114382,72116183,72119460,72120362,72122575,72124806,72126047,72131249,72133087,72140749,72143311,72146204,72147082,72147920,72156557,72158332,72158672,72159625,72163330,72164212,72165340,72166822,72170823,	72108238,72110371,72112463,72113637,72114534,72116316,72119591,72120506,72122695,72124950,72126170,72131522,72133360,72141022,72143584,72146477,72147355,72148193,72156821,72158422,72158858,72159895,72163487,72164328,72165604,72168232,72171280,	0	TNC	cmpl	cmpl	0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,
1152	NM_001002950	chr11	+	74385368	74396145	74385376	74395562	3	74385368,74389715,74393320,	74385469,74389882,74396145,	0	TLR4	cmpl	cmpl	0,0,2,
1174	NM_001142670	chr11	-	77297769	77311639	77299576	77311639	6	77297769,77304173,77305726,77309298,77310367,77311534,	77299771,77304308,77305930,77309381,77310440,77311639,	0	STOM	cmpl	incmpl	0,0,0,1,0,0,
1	NM_001290109	chr12	+	8377942	8424069	8378381	8422651	10	8377942,8400885,8402489,8403764,8405475,8413045,8416205,8417895,8421699,8422624,	8378586,8401118,8402555,8403974,8405536,8413630,8416284,8418021,8421805,8424069,	0	PNPLA1	cmpl	cmpl	0,1,0,0,0,1,1,2,2,0,
9	NM_001014768	chr12	-	5155325	5252520	5155649	5252520	7	5155325,5156165,5156654,5157521,5252270,5252298,5252323,	5155663,5156189,5156765,5157803,5252287,5252319,5252520,	0	HLA-DRB1	cmpl	incmpl	1,1,1,1,2,0,0,
11	NM_001284455	chr12	+	17821469	17844343	17821536	17844308	9	17821469,17824246,17826259,17829602,17831678,17835079,17838268,17838992,17844236,	17821642,17824438,17826344,17829725,17831791,17835164,17838361,17839095,17844343,	0	SLC25A27	cmpl	cmpl	0,1,1,2,2,1,2,2,0,
77	NM_001003335	chr12	+	4453446	4456470	4453509	4455969	10	4453446,4453796,4453993,4454236,4454429,4454630,4454812,4455234,4455494,4455703,	4453708,4453886,4454148,4454332,4454531,4454717,4455013,4455413,4455598,4456470,	0	CYP21A2	cmpl	cmpl	0,1,1,0,0,0,0,0,2,1,
79	NM_001252389	chr12	-	6569720	6689235	6570084	6688943	5	6569720,6573412,6579237,6627149,6688844,	6570263,6573497,6579282,6627260,6689235,	0	NUDT3	cmpl	cmpl	1,0,0,0,0,
92	NM_001110768	chr12	-	20436193	20456837	20436841	20456801	10	20436193,20437589,20437997,20442077,20442750,20444360,20444631,20446830,20447599,20456644,	20436874,20437663,20438071,20442199,20442888,20444527,20444779,20446981,20447783,20456837,	0	RHAG	cmpl	cmpl	0,1,2,0,0,1,0,2,1,0,
97	NM_001002933	chr12	+	25519536	25625347	25519834	25625178	7	25519536,25590800,25598058,25605791,25619373,25622743,25624948,	25520057,25590979,25598302,25605907,25619594,25622865,25625347,	0	HCRTR2	cmpl	cmpl	0,1,0,1,0,2,1,
101	NM_001048103	chr12	-	29853219	29884478	29853580	29884458	5	29853219,29860749,29868437,29869391,29884428,	29854780,29860916,29868635,29869521,29884478,	0	LGSN	cmpl	cmpl	0,1,1,0,0,
107	NM_001097558	chr12	+	36142220	36319990	36142220	36319990	11	36142220,36186512,36208262,36216359,36226974,36240164,36296776,36310695,36316467,36317463,36319855,	36142338,36186646,36208348,36216435,36227055,36240245,36296867,36310823,36316639,36317783,36319990,	0	SMAP1	cmpl	cmpl	0,1,0,2,0,0,0,1,0,1,0,
117	NM_001194957	chr12	-	46921650	47060022	46924966	47060022	24	46921650,46924956,46928887,46929639,46941381,46942361,46946340,46948143,46956099,46957436,46957944,46958175,46978172,46980358,46983172,46988148,46993399,46997751,47006460,47008051,47009789,47010875,47011578,47059892,	46923063,46925059,46928992,46929723,46941493,46942392,46946490,46948278,46956183,46957520,46958016,46958253,46978291,46980468,46983200,46988219,46993441,46997858,47006572,47008145,47009892,47010951,47011721,47060022,	0	SNAP91	cmpl	cmpl	-1,0,0,0,2,1,1,1,1,1,1,1,2,0,2,0,0,1,0,2,1,0,1,0,
139	NM_001114625	chr12	+	69546494	69669880	69546661	69669731	23	69546494,69562546,69564098,69571696,69576110,69583444,69586763,69589418,69590768,69591420,69595703,69597101,69598994,69599712,69601023,69614083,69620724,69621971,69624860,69627025,69629500,69632996,69669553,	69546727,69562645,69564222,69571853,69576161,69583593,69586892,69589519,69590931,69591518,69595837,69597218,69599040,69599861,69601190,69614222,69620783,69622119,69624944,69627221,69629583,69633083,69669880,	0	FIG4	cmpl	cmpl	0,0,0,1,2,2,1,1,0,1,0,2,2,0,2,1,2,1,2,2,0,2,2,
610	NM_001252381	chr12	+	3331809	3333543	3331816	3333502	5	3331809,3331947,3332144,3333136,3333404,	3331873,3332048,3332227,3333262,3333543,	0	RPP21	cmpl	cmpl	0,0,2,1,1,
614	NM_001014767	chr12	-	3895615	3898863	3895971	3898863	8	3895615,3896103,3896281,3896749,3896976,3897847,3898323,3898790,	3895976,3896147,3896318,3896854,3897252,3898123,3898593,3898863,	0	DLA88	cmpl	cmpl	1,2,1,1,1,1,1,0,
615	NM_001014379	chr12	+	3936492	3939842	3936492	3939413	8	3936492,3936729,3937268,3938136,3938530,3939067,3939234,3939408,	3936556,3936999,3937544,3938412,3938635,3939100,3939282,3939842,	0	DLA-12	cmpl	cmpl	0,1,1,1,1,1,1,1,
615	NM_001014378	chr12	+	3986744	3990139	3986744	3989783	8	3986744,3987014,3987567,3988493,3988887,3989425,3989592,3989778,	3986817,3987284,3987843,3988769,3988992,3989458,3989640,3990139,	0	DLA-64	cmpl	cmpl	0,1,1,1,1,1,1,1,
615	NM_001014377	chr12	-	4035769	4046166	4035769	4046166	10	4035769,4036111,4036396,4036640,4037516,4039948,4041160,4044636,4045025,4045955,	4035786,4036259,4036541,4036750,4037648,4040067,4041344,4044729,4045153,4046166,	0	DDX39B	cmpl	cmpl	1,0,2,0,0,1,0,0,1,0,
615	NM_001014376	chr12	-	4050049	4051289	4050245	4051289	3	4050049,4050919,4051207,	4050419,4051020,4051289,	0	ATP6V1G2	cmpl	cmpl	0,1,0,
615	NM_001014375	chr12	+	4052346	4060409	4052346	4060409	4	4052346,4052752,4059461,4059822,	4052403,4053029,4059683,4060409,	0	NFKBIL1	cmpl	cmpl	0,0,1,1,
616	NM_001003166	chr12	-	4162833	4166762	4163201	4166747	3	4162833,4165271,4166656,	4163368,4165400,4166762,	0	LY6G5C	cmpl	cmpl	1,1,0,
616	NM_001003244	chr12	+	4077732	4079597	4077732	4079444	4	4077732,4078451,4078676,4079022,	4077918,4078497,4078724,4079597,	0	TNF	cmpl	cmpl	0,0,1,1,
616	NM_001033510	chr12	-	4082529	4084325	4082594	4084325	4	4082529,4083441,4083692,4084160,	4083049,4083513,4083744,4084325,	0	LTB	cmpl	cmpl	1,1,0,0,
